"#name"|"525777_1100000.csv"
"피-학습자"|"어휘"|"한자어"
"피학-애"|"어휘"|"한자어"
"피학-적"|"어휘"|"한자어"
"피학-증"|"어휘"|"한자어"
"피한"|"어휘"|"한자어"
"피한"|"어휘"|"한자어"
"피한"|"어휘"|"한자어"
"피한-지"|"어휘"|"한자어"
"피한-처"|"어휘"|"한자어"
"피한-하다"|"어휘"|"혼종어"
"피합병^법인"|"어휘"|"한자어"
"피항"|"어휘"|"한자어"
"피항-법"|"어휘"|"한자어"
"피항-선"|"어휘"|"한자어"
"피-항소인"|"어휘"|"한자어"
"피항-하다"|"어휘"|"혼종어"
"피해"|"어휘"|"한자어"
"피해"|"어휘"|"한자어"
"피해^감수성"|"어휘"|"한자어"
"피해-경"|"어휘"|"한자어"
"피해-국"|"어휘"|"한자어"
"피해-권"|"어휘"|"한자어"
"피해-금"|"어휘"|"한자어"
"피해^당사자"|"어휘"|"한자어"
"피해-도"|"어휘"|"한자어"
"피해-되다"|"어휘"|"혼종어"
"피해-량"|"어휘"|"한자어"
"피해-립"|"어휘"|"한자어"
"피해-망상"|"어휘"|"한자어"
"피해망상-증"|"어휘"|"한자어"
"피해-목"|"어휘"|"한자어"
"피해-민"|"어휘"|"한자어"
"피해^반경"|"어휘"|"한자어"
"피해^보상"|"어휘"|"한자어"
"피해^보상^및^책임에^관한^법률"|"어휘"|"혼종어"
"피해^보상^의무"|"어휘"|"한자어"
"피해^보상^제도"|"어휘"|"한자어"
"피해 복구"|"어휘"|"한자어"
"피해-분"|"어휘"|"한자어"
"피해^비용^평가"|"어휘"|"한자어"
"피해-액"|"어휘"|"한자어"
"피해 예상액"|"어휘"|"한자어"
"피해-율"|"어휘"|"한자어"
"피해^의식"|"어휘"|"한자어"
"피해-자"|"어휘"|"한자어"
"피해자^보호"|"어휘"|"한자어"
"피해자^보호^명령"|"어휘"|"한자어"
"피해자^소추주의"|"어휘"|"한자어"
"피해자의^승낙"|"어휘"|"혼종어"
"피해자^임시^숙소"|"어휘"|"한자어"
"피해자 코스프레"|"어휘"|"혼종어"
"피해자-학"|"어휘"|"한자어"
"피해자-형"|"어휘"|"한자어"
"피해-주"|"어휘"|"한자어"
"피해^증상"|"어휘"|"한자어"
"피해-지"|"어휘"|"한자어"
"피해^평가"|"어휘"|"한자어"
"피해^평가"|"어휘"|"한자어"
"피해^포기"|"어휘"|"혼종어"
"피해-품"|"어휘"|"한자어"
"피해-하다"|"어휘"|"혼종어"
"피해-하다"|"어휘"|"혼종어"
"피해^학생"|"어휘"|"한자어"
"피해^함수"|"어휘"|"한자어"
"피해형^망상^장애"|"어휘"|"한자어"
"피해^확률"|"어휘"|"한자어"
"피핵"|"어휘"|"한자어"
"피핵-되다"|"어휘"|"혼종어"
"피핵^생물"|"어휘"|"한자어"
"피핵-하다"|"어휘"|"혼종어"
"피행"|"어휘"|"혼종어"
"피행"|"어휘"|"한자어"
"피향-정"|"어휘"|"한자어"
"피허"|"어휘"|"고유어"
"피-허가자"|"어휘"|"한자어"
"피험-자"|"어휘"|"한자어"
"피험-자"|"어휘"|"한자어"
"피혁"|"어휘"|"한자어"
"피혁-공"|"어휘"|"한자어"
"피혁^공업^폐수"|"어휘"|"한자어"
"피혁^공예"|"어휘"|"한자어"
"피혁-분"|"어휘"|"한자어"
"피혁-상"|"어휘"|"한자어"
"피혁정련제"|"어휘"|"한자어"
"피혁^제품"|"어휘"|"한자어"
"피혁-화"|"어휘"|"한자어"
"피현군"|"어휘"|"한자어"
"피현종"|"어휘"|"한자어"
"피-혈"|"어휘"|"혼종어"
"피혐"|"어휘"|"한자어"
"피혐"|"어휘"|"한자어"
"피혐"|"어휘"|"한자어"
"피혐-하다"|"어휘"|"혼종어"
"피혐-하다"|"어휘"|"혼종어"
"피혐-하다"|"어휘"|"혼종어"
"피형"|"어휘"|"혼종어"
"피형"|"어휘"|"한자어"
"피-형"|"어휘"|"혼종어"
"피형^결정^정류기"|"어휘"|"혼종어"
"피형^금속^산화막^반도체"|"어휘"|"혼종어"
"피형기계"|"어휘"|"한자어"
"피형^반도체"|"어휘"|"혼종어"
"피형불접합성"|"어휘"|"혼종어"
"피형^산화물^초전도체"|"어휘"|"혼종어"
"피형^전도도"|"어휘"|"혼종어"
"피혜"|"어휘"|"한자어"
"피호출^서비스^사용자"|"어휘"|"혼종어"
"피호출-자"|"어휘"|"한자어"
"피호출^지국"|"어휘"|"한자어"
"피혼-식"|"어휘"|"한자어"
"피-홈런"|"어휘"|"혼종어"
"피홈런-율"|"어휘"|"혼종어"
"피화"|"어휘"|"한자어"
"피화"|"어휘"|"한자어"
"피화"|"어휘"|"한자어"
"피화-하다"|"어휘"|"혼종어"
"피화-하다"|"어휘"|"혼종어"
"피황희"|"어휘"|"한자어"
"피회"|"어휘"|"한자어"
"피회-하다"|"어휘"|"혼종어"
"피후-강"|"어휘"|"한자어"
"피-후견인"|"어휘"|"한자어"
"피휘"|"어휘"|"한자어"
"피흉추길"|"어휘"|"한자어"
"피흉추길-하다"|"어휘"|"혼종어"
"피흐름속도"|"어휘"|"혼종어"
"피흡착-질"|"어휘"|"한자어"
"피히테"|"어휘"|"외래어"
"피-"|"어휘"|"고유어"
"피-"|"어휘"|"고유어"
"피"|"어휘"|"고유어"
"픽"|"어휘"|"고유어"
"픽"|"어휘"|"고유어"
"픽"|"어휘"|"고유어"
"픽"|"어휘"|"고유어"
"픽"|"어휘"|"고유어"
"픽"|"어휘"|"고유어"
"픽"|"어휘"|"외래어"
"픽"|"어휘"|"외래어"
"픽^기어"|"어휘"|"외래어"
"픽^더^피커^플레이"|"어휘"|"외래어"
"픽드^히스^포켓"|"어휘"|"외래어"
"픽^디바이스"|"어휘"|"외래어"
"픽서티브"|"어휘"|"외래어"
"픽세레쿠르"|"어휘"|"외래어"
"픽셀"|"어휘"|"외래어"
"픽셀^간격"|"어휘"|"혼종어"
"픽셀-값"|"어휘"|"혼종어"
"픽셀^단위^영상"|"어휘"|"혼종어"
"픽셀^맵"|"어휘"|"외래어"
"픽셀^밀도"|"어휘"|"혼종어"
"픽셀^배열"|"어휘"|"혼종어"
"픽셀^아트"|"어휘"|"외래어"
"픽셀^피치"|"어휘"|"외래어"
"픽션"|"어휘"|"외래어"
"픽션-물"|"어휘"|"혼종어"
"픽시^자전거"|"어휘"|"혼종어"
"픽시^커트"|"어휘"|"외래어"
"픽^식별"|"어휘"|"혼종어"
"픽^식별자"|"어휘"|"혼종어"
"픽실레이션"|"어휘"|"외래어"
"픽^앤드^롤"|"어휘"|"외래어"
"픽^앤드^롤^플레이"|"어휘"|"외래어"
"픽^앤드^팝"|"어휘"|"외래어"
"픽^앤드^팝^플레이"|"어휘"|"외래어"
"픽^앤^롤"|"어휘"|"외래어"
"픽^앤^팝"|"어휘"|"외래어"
"픽^앤^팝^플레이"|"어휘"|"외래어"
"픽업"|"어휘"|"외래어"
"픽업"|"어휘"|"외래어"
"픽업"|"어휘"|"외래어"
"픽업"|"어휘"|"외래어"
"픽업"|"어휘"|"외래어"
"픽업-값"|"어휘"|"혼종어"
"픽업^계수"|"어휘"|"혼종어"
"픽업-되다"|"어휘"|"혼종어"
"픽업^드리블"|"어휘"|"외래어"
"픽업^분광^특성"|"어휘"|"혼종어"
"픽업-비"|"어휘"|"혼종어"
"픽업^서비스"|"어휘"|"외래어"
"픽업^전압"|"어휘"|"혼종어"
"픽업-채"|"어휘"|"혼종어"
"픽업-트럭"|"어휘"|"외래어"
"픽업^패턴"|"어휘"|"외래어"
"픽업-하다"|"어휘"|"혼종어"
"픽업^헤드"|"어휘"|"외래어"
"픽^오프"|"어휘"|"외래어"
"픽오프^플레이"|"어휘"|"외래어"
"픽의^법칙"|"어휘"|"혼종어"
"픽의^정리"|"어휘"|"혼종어"
"픽의^퍼짐^법칙"|"어휘"|"혼종어"
"픽의^확산^법칙"|"어휘"|"혼종어"
"픽이질-다"|"어휘"|"고유어"
"픽^입력^장치"|"어휘"|"혼종어"
"픽^장치"|"어휘"|"혼종어"
"픽처"|"어휘"|"외래어"
"픽처-구"|"어휘"|"혼종어"
"픽처^구절"|"어휘"|"혼종어"
"픽처메이션"|"어휘"|"외래어"
"픽처^문법"|"어휘"|"혼종어"
"픽처^바니시"|"어휘"|"외래어"
"픽처^블랙"|"어휘"|"외래어"
"픽처^이미지"|"어휘"|"외래어"
"픽처^지정"|"어휘"|"혼종어"
"픽처^지정^문자"|"어휘"|"혼종어"
"픽처^처리"|"어휘"|"혼종어"
"픽처^큐잉"|"어휘"|"외래어"
"픽처^클로즈"|"어휘"|"외래어"
"픽처^튜브"|"어휘"|"외래어"
"픽처^프로세싱"|"어휘"|"외래어"
"픽처^해트"|"어휘"|"외래어"
"픽처^화이트"|"어휘"|"외래어"
"픽크드^슈즈"|"어휘"|"외래어"
